,id,transcription,emotion,text,label
229,Ses01F_impro07_M005,This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.,hap,This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.,1
230,Ses01F_impro07_M006,A rapper party ho. Yeah. Okay.,hap,A rapper party ho. Yeah. Okay.,1
231,Ses01F_impro07_M007,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.",hap,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.",1
232,Ses01F_impro07_M008,Yeah.  Big time.,hap,Yeah.  Big time.,1
233,Ses01F_impro07_M009,Mmhmm. Mmhmm. Yay. So what major?  What are you doing?,hap,Mmhmm. Mmhmm. Yay. So what major?  What are you doing?,1
234,Ses01F_impro07_M012,Is this a Masters or a P.h.D.?  Or can you...? Nice,neu,Is this a Masters or a P.h.D.?  Or can you...? Nice,0
235,Ses01F_impro07_M013,"That's good.  Don't you have to like teach a class, too, when you do that?",neu,"That's good.  Don't you have to like teach a class, too, when you do that?",0
236,Ses01F_impro07_M014,"Teacher. Mrs. Nash, I have a question.",hap,"Teacher. Mrs. Nash, I have a question.",1
237,Ses01F_impro07_M015,You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.,hap,You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.,1
238,Ses01F_impro07_M017,Yay...School's fun.,hap,Yay...School's fun.,1
239,Ses01F_impro07_M018,"Of course, right.  That's where the real money is, being a student.",neu,"Of course, right.  That's where the real money is, being a student.",0
240,Ses01F_impro07_M019,That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.,hap,That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.,1
241,Ses01F_script01_1_F005,"He's dreaming of him again, walking around.",neu,"He's dreaming of him again, walking around.",0
242,Ses01F_script01_1_F015,"Well I got an idea, but what's your story?",neu,"Well I got an idea, but what's your story?",0
243,Ses01F_script01_1_F034,Just give it some more thought.,neu,Just give it some more thought.,0
244,Ses01F_script01_1_F035,What the hell is this?,ang,What the hell is this?,2
245,Ses01F_script01_1_F037,You have a business here.  What the hell is this?,ang,You have a business here.  What the hell is this?,2
246,Ses01F_script01_1_F038,Oh.  Must you be inspired?,ang,Oh.  Must you be inspired?,2
247,Ses01F_script01_1_F041,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you.",ang,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you.",2
248,Ses01F_script01_1_F042,Just don't think like that.,ang,Just don't think like that.,2
249,Ses01F_script01_1_M000,He saw it.,neu,He saw it.,0
250,Ses01F_script01_1_M001,He was out here when it broke.,neu,He was out here when it broke.,0
251,Ses01F_script01_1_M002,Four o clock this morning.  I heard a crack and I woke up and looked out.  He was standing right over there when it cracked.,neu,Four o clock this morning.  I heard a crack and I woke up and looked out.  He was standing right over there when it cracked.,0
252,Ses01F_script01_1_M003,I don't know.,neu,I don't know.,0
253,Ses01F_script01_1_M004,I guess he is.,neu,I guess he is.,0
254,Ses01F_script01_1_M007,You know Larry is not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,neu,You know Larry is not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,0
255,Ses01F_script01_1_M010,We've got to say it to him.,neu,We've got to say it to him.,0
256,Ses01F_script01_1_M012,"Sit down, Mom.  I want to talk to you.",neu,"Sit down, Mom.  I want to talk to you.",0
257,Ses01F_script01_1_M014,You know.,neu,You know.,0
258,Ses01F_script01_1_M015,I'm going to ask her to marry me.,neu,I'm going to ask her to marry me.,0
259,Ses01F_script01_1_M016,You know it's not just my business.,neu,You know it's not just my business.,0
260,Ses01F_script01_1_M017,"So all right then, I'll just go ahead with it?",neu,"So all right then, I'll just go ahead with it?",0
261,Ses01F_script01_1_M019,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things.",ang,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things.",2
262,Ses01F_script01_1_M023,I wanted to get this settled first.,neu,I wanted to get this settled first.,0
263,Ses01F_script01_1_M024,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him.",neu,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him.",0
264,Ses01F_script01_1_M025,And then we'll thrash it out with father.  Okay Mom?  Don't avoid me.,neu,And then we'll thrash it out with father.  Okay Mom?  Don't avoid me.,0
265,Ses01F_script01_1_M034,"I'll get out.  I'll get married and I'll move somewhere else, maybe New York.",neu,"I'll get out.  I'll get married and I'll move somewhere else, maybe New York.",0
266,Ses01F_script01_1_M039,"On this, I would.",neu,"On this, I would.",0
267,Ses01F_script01_1_M040,Then help me stay here.,neu,Then help me stay here.,0
268,Ses01F_script01_2_F003,He's not going to marry her.,ang,He's not going to marry her.,2
269,Ses01F_script01_2_F004,It's got that about it.,ang,It's got that about it.,2
270,Ses01F_script01_2_F005,"What is going on here, Joe?",ang,"What is going on here, Joe?",2
271,Ses01F_script01_2_F006,She is not his girl.  She knows she's not.,ang,She is not his girl.  She knows she's not.,2
272,Ses01F_script01_2_F007,"Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.",ang,"Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.",2
273,Ses01F_script01_2_F008,"Because she knows what I know, that's why.  She's faithful as a rock.  In my darkest moments, I think of her waiting and I know that I'm right.",ang,"Because she knows what I know, that's why.  She's faithful as a rock.  In my darkest moments, I think of her waiting and I know that I'm right.",2
274,Ses01F_script01_2_F009,"Nobody in this house dares take away her faith, Joe.  You know strangers might, but not his father, not his brother.",ang,"Nobody in this house dares take away her faith, Joe.  You know strangers might, but not his father, not his brother.",2
275,Ses01F_script01_2_F010,"I want you to-- I want you to act like he is coming back, both of you.  Don't think I haven't noticed you since Chris invited her here.",ang,"I want you to-- I want you to act like he is coming back, both of you.  Don't think I haven't noticed you since Chris invited her here.",2
276,Ses01F_script01_2_F011,I won't stand for any nonsense.,ang,I won't stand for any nonsense.,2
277,Ses01F_script01_2_F012,"Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look.",ang,"Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look.",2
278,Ses01F_script01_2_F013,"Just believe with me, Joe. Only last week a man came back in Detroit missing longer than Larry.  Believe with me. You, above all, have got to believe. Just believe.",ang,"Just believe with me, Joe. Only last week a man came back in Detroit missing longer than Larry.  Believe with me. You, above all, have got to believe. Just believe.",2
279,Ses01F_script01_2_M001,Well maybe...maybe he just wanted to see her.,neu,Well maybe...maybe he just wanted to see her.,0
280,Ses01F_script01_2_M004,How do you know he's even thinking about it?,neu,How do you know he's even thinking about it?,0
281,Ses01F_script01_2_M008,How do you know why she waited?,neu,How do you know why she waited?,0
282,Ses01F_script01_2_M017,"What have I got to hide?  What the hell is the matter with you, Kate?",ang,"What have I got to hide?  What the hell is the matter with you, Kate?",2
283,Ses01F_script01_3_F000,You're the only one who still loves his parents.,neu,You're the only one who still loves his parents.,0
284,Ses01F_script01_3_F001,It's not so bad; it's a good thing.,neu,It's not so bad; it's a good thing.,0
285,Ses01F_script01_3_F002,"[BREATHING] You know, it's lovely here.  The air is sweet.",neu,"[BREATHING] You know, it's lovely here.  The air is sweet.",0
286,Ses01F_script01_3_F003,"I'm not sorry, no. But I'm...I can't stay.",neu,"I'm not sorry, no. But I'm...I can't stay.",0
287,Ses01F_script01_3_F004,"For one thing, your mother much as told me to go.",neu,"For one thing, your mother much as told me to go.",0
288,Ses01F_script01_3_F005,"And then, you.  You've been kind of...",neu,"And then, you.  You've been kind of...",0
289,Ses01F_script01_3_F006,Sort of embarrassed ever since I got here.,neu,Sort of embarrassed ever since I got here.,0
290,Ses01F_script01_3_F007,I knew they would.,neu,I knew they would.,0
291,Ses01F_script01_3_F008,"Well sure, from your mother's point of view.  Why else would I come?",neu,"Well sure, from your mother's point of view.  Why else would I come?",0
292,Ses01F_script01_3_F009,"I, umm. I guess, I guess that's kind of why I came.",neu,"I, umm. I guess, I guess that's kind of why I came.",0
293,Ses01F_script01_3_F010,[BREATHING],hap,[BREATHING],1
294,Ses01F_script01_3_F011,[LAUGHTER],hap,[LAUGHTER],1
295,Ses01F_script01_3_F012,[LAUGHTER],hap,[LAUGHTER],1
296,Ses01F_script01_3_F013,No. No,hap,No. No,1
297,Ses01F_script01_3_F014,"Chris, I've been ready a long, long, time.",neu,"Chris, I've been ready a long, long, time.",0
298,Ses01F_script01_3_F015,I almost got married two years ago.,neu,I almost got married two years ago.,0
299,Ses01F_script01_3_F016,You started to write me.,neu,You started to write me.,0
300,Ses01F_script01_3_F017,Every day since.,hap,Every day since.,1
301,Ses01F_script01_3_F019,beating around the bush.,hap,beating around the bush.,1
302,Ses01F_script01_3_F020,"I will never forgive you.  All I'd done was sit around wondering if I was crazy waiting so long, wondering if you were thinking about me.",hap,"I will never forgive you.  All I'd done was sit around wondering if I was crazy waiting so long, wondering if you were thinking about me.",1
303,Ses01F_script01_3_F021,Not like that you're not.,hap,Not like that you're not.,1
304,Ses01F_script01_3_F022,"Like Larry's brother.  Do it like you, Chris.",neu,"Like Larry's brother.  Do it like you, Chris.",0
305,Ses01F_script01_3_F028,"Yeah, sure.",neu,"Yeah, sure.",0
306,Ses01F_script01_3_F029,How many?,neu,How many?,0
307,Ses01F_script01_3_F030,"Aw, geez.",sad,"Aw, geez.",3
308,Ses01F_script01_3_F031,Mmhmm.,neu,Mmhmm.,0
309,Ses01F_script01_3_F035,What would I do with a fortune?,hap,What would I do with a fortune?,1
310,Ses01F_script01_3_M000,"I know.  It kind of went out of style, didn't it?",neu,"I know.  It kind of went out of style, didn't it?",0
311,Ses01F_script01_3_M001,You're not sorry you came.,neu,You're not sorry you came.,0
312,Ses01F_script01_3_M003,Well.,neu,Well.,0
313,Ses01F_script01_3_M004,What?,neu,What?,0
314,Ses01F_script01_3_M005,Well I was kind of planning of sneaking up on you over the course of a week or so.  They just take it for granted that we're all set.,neu,Well I was kind of planning of sneaking up on you over the course of a week or so.  They just take it for granted that we're all set.,0
315,Ses01F_script01_3_M008,"I love you. Annie, I love you.",hap,"I love you. Annie, I love you.",1
316,Ses01F_script01_3_M009,"I don't really have any imagination, that's all I know how to say.",hap,"I don't really have any imagination, that's all I know how to say.",1
317,Ses01F_script01_3_M010,"Am I embarrassing you? Are you - See, I didn't want to do it here with this yard, on this porch.  I wanted it to be somewhere new, some place fresh for both of us.",hap,"Am I embarrassing you? Are you - See, I didn't want to do it here with this yard, on this porch.  I wanted it to be somewhere new, some place fresh for both of us.",1
318,Ses01F_script01_3_M015,Why didn't you let me know?,hap,Why didn't you let me know?,1
319,Ses01F_script01_3_M016,Give me a...,hap,Give me a...,1
320,Ses01F_script01_3_M017,Give me a kiss.,hap,Give me a kiss.,1
321,Ses01F_script01_3_M019,"Oh Annie, we are going to live now.  I am going to make you so happy.",hap,"Oh Annie, we are going to live now.  I am going to make you so happy.",1
322,Ses01F_script01_3_M020,I kissed you.,hap,I kissed you.,1
323,Ses01F_script01_3_M021,"Hey, let's drive some place.  Huh?  Let's get out of here.",sad,"Hey, let's drive some place.  Huh?  Let's get out of here.",3
